t_s,lat,lon,heading,speed_mps,terrain_h,gps_ok
90.0,43.49039369,42.52926066,132.47,32.907,2376.3,0
90.2,43.49035395,42.52932033,132.55,32.712,2374.97,0
90.4,43.4903127,42.52938035,133.45,33.383,2373.85,0
90.6,43.49027093,42.52944046,133.77,33.612,2372.72,0
90.8,43.49023039,42.52949919,133.57,32.734,2371.6,0
91.0,43.49018861,42.52955821,134.29,33.299,2370.47,0
91.2,43.49014736,42.52961584,134.62,32.691,2369.51,0
91.4,43.49010517,42.52967446,134.76,33.343,2368.82,0
91.6,43.4900639,42.52973084,135.26,32.342,2368.23,0
91.8,43.4900227,42.52978593,135.87,31.953,2367.68,0
92.0,43.48998085,42.52984269,135.46,32.675,2367.15,0
92.2,43.48993907,42.52989771,136.31,32.167,2366.58,0
92.4,43.48989773,42.52995205,136.35,31.793,2366.02,0
92.6,43.4898552,42.5300074,136.65,32.554,2365.47,0
92.8,43.48981154,42.53006466,136.42,33.545,2364.76,0
93.0,43.48976833,42.53012005,137.07,32.844,2364.08,0
93.2,43.48972377,42.53017952,135.93,34.524,2363.48,0
93.4,43.48967896,42.53023879,136.18,34.566,2362.91,0
93.6,43.48963281,42.53029897,136.58,35.362,2362.3,0
93.8,43.48958768,42.53035726,136.86,34.422,2361.68,0
94.0,43.48954178,42.5304159,137.18,34.836,2360.89,0
94.2,43.48949568,42.53047558,136.79,35.202,2359.98,0
94.4,43.48944852,42.53053597,137.1,35.829,2359.06,0
94.6,43.48939998,42.53059874,136.83,37.047,2358.12,0
94.8,43.48935042,42.53066238,137.03,37.699,2357.17,0
95.0,43.48930141,42.53072465,137.33,37.102,2356.48,0
95.2,43.48925173,42.53078808,137.2,37.694,2356.44,0
95.4,43.48920122,42.53085194,137.47,38.145,2356.35,0
95.6,43.48915228,42.53091182,138.41,36.429,2356.25,0
95.8,43.48910368,42.53097205,138.04,36.374,2356.1,0
96.0,43.48905347,42.53103358,138.36,37.396,2356.03,0
96.2,43.48900188,42.53109837,137.66,38.845,2355.68,0
96.4,43.48895028,42.53116294,137.76,38.791,2355.07,0
96.6,43.48889912,42.53122549,138.43,38.067,2354.43,0
96.8,43.48884754,42.53128765,138.84,38.133,2353.6,0
97.0,43.48879443,42.53135304,138.23,39.639,2352.51,0
97.2,43.48874016,42.53142029,138.05,40.621,2351.21,0
97.4,43.48868689,42.5314866,137.91,39.949,2349.74,0
97.6,43.48863311,42.53155289,138.2,40.16,2348.41,0
97.8,43.4885778,42.53162043,138.46,41.126,2347.27,0
98.0,43.48852183,42.53168923,138.27,41.743,2346.23,0
98.2,43.48846585,42.53175884,137.95,41.961,2345.34,0
98.4,43.48840783,42.53183202,137.54,43.776,2344.86,0
98.6,43.48835034,42.53190452,137.54,43.372,2344.56,0
98.8,43.48829346,42.53197461,138.21,42.468,2344.4,0
99.0,43.48823563,42.53204568,138.28,43.123,2344.34,0
99.2,43.48817788,42.5321174,137.98,43.264,2344.09,0
99.4,43.48812002,42.53218749,138.69,42.878,2343.37,0
99.6,43.4880635,42.53225522,138.99,41.685,2342.76,0
99.8,43.48800729,42.53232008,140.07,40.804,2342.24,0
100.0,43.48795052,42.5323868,139.54,41.525,2341.64,0
100.2,43.48789278,42.53245486,139.46,42.286,2340.55,0
100.4,43.48783582,42.53252299,139.05,41.981,2339.27,0
100.6,43.48777751,42.53259189,139.39,42.75,2338.13,0
100.8,43.48771951,42.5326598,139.65,42.358,2337.24,0
101.0,43.48766201,42.53272681,139.79,41.912,2336.54,0
101.2,43.48760483,42.53279285,140.04,41.523,2335.89,0
101.4,43.48754767,42.53285749,140.63,41.15,2335.34,0
101.6,43.48749174,42.53292117,140.44,40.38,2334.88,0
101.8,43.48743397,42.53298629,140.72,41.539,2334.63,0
102.0,43.48737744,42.53305008,140.69,40.663,2334.44,0
102.2,43.48732087,42.53311244,141.35,40.319,2334.34,0
102.4,43.48726604,42.5331714,142.04,38.71,2334.22,0
102.6,43.48721058,42.53322997,142.54,38.884,2334.05,0
102.8,43.48715545,42.53328805,142.61,38.626,2333.86,0
103.0,43.48709884,42.53334815,142.39,39.771,2333.64,0
103.2,43.48704242,42.53340854,142.17,39.765,2333.17,0
103.4,43.48698437,42.53347274,141.25,41.423,2332.52,0
103.6,43.4869246,42.53353953,140.97,42.83,2331.58,0
103.8,43.48686605,42.5336045,141.16,41.835,2330.42,0
104.0,43.48680809,42.53366892,141.12,41.446,2329.02,0
104.2,43.4867486,42.53373562,140.87,42.682,2325.52,0
104.4,43.48668958,42.53380033,141.5,41.977,2321.44,0
104.6,43.48662811,42.53386864,141.12,43.95,2316.89,0
104.8,43.48656608,42.53393851,140.75,44.59,2312.08,0
105.0,43.4865034,42.53400926,140.68,45.093,2306.83,0
105.2,43.48643875,42.53408509,139.6,47.249,2300.94,0
105.4,43.4863737,42.53416116,139.69,47.485,2295.12,0
105.6,43.48630785,42.5342398,139.1,48.497,2289.3,0
105.8,43.48624396,42.5343147,139.62,46.684,2283.85,0
106.0,43.48617913,42.53438979,139.96,47.136,2279.04,0
106.2,43.48611501,42.53446408,139.95,46.621,2274.61,0
106.4,43.48604896,42.53454182,139.51,48.348,2270.36,0
106.6,43.48598328,42.53461838,139.78,47.877,2266.57,0
106.8,43.48591802,42.53469536,139.44,47.809,2263.78,0
107.0,43.4858527,42.53477261,139.37,47.905,2261.38,0
107.2,43.4857869,42.53484947,139.72,48.009,2259.22,0
107.4,43.48572204,42.53492651,139.24,47.656,2257.61,0
107.6,43.48565653,42.53500297,139.74,47.785,2257.13,0
107.8,43.4855922,42.53507647,140.34,46.506,2257.39,0
108.0,43.48552888,42.53514856,140.44,45.717,2257.78,0
108.2,43.48546391,42.53522306,140.24,47.038,2258.35,0
108.4,43.48539918,42.53529799,139.97,47.052,2259.0,0
108.6,43.48533585,42.5353693,140.75,45.52,2259.6,0
108.8,43.48527269,42.53544059,140.68,45.436,2260.18,0
109.0,43.48521086,42.53550877,141.34,44.076,2260.85,0
109.2,43.48514898,42.53557751,141.13,44.233,2261.56,0
109.4,43.48508801,42.53564306,142.04,43.041,2262.22,0
109.6,43.48502694,42.53570978,141.6,43.376,2262.82,0
109.8,43.48496468,42.53577783,141.58,44.227,2263.34,0
110.0,43.48490242,42.53584632,141.41,44.341,2263.89,0
110.2,43.48483996,42.53591594,141.03,44.709,2264.43,0
110.4,43.48477832,42.53598382,141.38,43.916,2264.92,0
110.6,43.48471624,42.5360532,140.96,44.488,2265.48,0
110.8,43.48465463,42.53612023,141.71,43.689,2266.07,0
111.0,43.48459341,42.53618662,141.8,43.359,2266.68,0
111.2,43.48453211,42.5362548,141.09,43.842,2267.26,0
111.4,43.48447262,42.53631863,142.1,41.964,2267.68,0
111.6,43.48441384,42.53638138,142.24,41.384,2268.07,0
111.8,43.48435607,42.53644131,143.03,40.243,2268.45,0
112.0,43.48429902,42.53649948,143.51,39.503,2268.83,0
112.2,43.48424329,42.5365556,143.84,38.413,2269.31,0
112.4,43.48418644,42.53661244,144.05,39.094,2269.83,0
112.6,43.48412974,42.5366703,143.48,39.264,2270.31,0
112.8,43.48407285,42.53672899,143.19,39.555,2270.73,0
113.0,43.48401533,42.5367885,143.1,40.035,2271.13,0
113.2,43.4839576,42.53684887,142.81,40.334,2271.62,0
113.4,43.48389909,42.5369109,142.44,41.084,2272.17,0
113.6,43.48384032,42.53697411,142.03,41.493,2272.73,0
113.8,43.48378073,42.53703905,141.67,42.286,2273.31,0
114.0,43.48372031,42.53710656,140.97,43.293,2273.96,0
114.2,43.48365992,42.53717277,141.5,42.954,2274.63,0
114.4,43.48360127,42.53723712,141.47,41.723,2275.25,0
114.6,43.48354296,42.537299,142.41,40.965,2275.86,0
114.8,43.48348604,42.53735946,142.38,39.995,2276.43,0
115.0,43.48343015,42.53741824,142.65,39.134,2276.95,0
115.2,43.48337311,42.53747861,142.48,40.028,2277.5,0
115.4,43.48331663,42.53753889,142.25,39.758,2278.02,0
115.6,43.48326094,42.53759764,142.57,39.039,2278.52,0
115.8,43.48320534,42.53765603,142.69,38.905,2279.05,0
116.0,43.48314978,42.53771555,142.14,39.171,2279.81,0
116.2,43.48309363,42.53777644,141.8,39.769,2280.68,0
116.4,43.48303642,42.53784004,141.11,40.907,2281.63,0
116.6,43.48298051,42.53790126,141.54,39.747,2282.61,0
116.8,43.48292353,42.53796557,140.68,40.99,2283.6,0
117.0,43.48286683,42.53802781,141.47,40.35,2284.4,0
117.2,43.48280953,42.5380928,140.55,41.305,2285.18,0
117.4,43.48275303,42.53815642,140.75,40.608,2285.92,0
117.6,43.48269748,42.53821793,141.22,39.659,2286.63,0
117.8,43.4826419,42.5382795,141.21,39.693,2287.26,0
118.0,43.48258704,42.53834013,141.27,39.138,2286.43,0
118.2,43.48253293,42.53839928,141.58,38.441,2284.94,0
118.4,43.48247969,42.53845743,141.6,37.813,2282.87,0
118.6,43.48242865,42.5385121,142.15,35.98,2279.95,0
118.8,43.48237695,42.5385677,142.03,36.498,2276.27,0
119.0,43.48232415,42.53862579,141.4,37.608,2272.27,0
119.2,43.48227036,42.53868542,141.19,38.419,2268.06,0
119.4,43.48221727,42.53874467,141.0,38.024,2263.68,0
119.6,43.48216269,42.53880796,139.93,39.702,2258.34,0
119.8,43.48210674,42.53887439,139.25,41.107,2251.98,0
120.0,43.48205159,42.53893948,139.42,40.411,2246.24,0
120.2,43.4819967,42.53900398,139.55,40.15,2241.51,0
120.4,43.48194114,42.53907093,138.83,41.08,2237.28,0
120.6,43.48188551,42.53913821,138.73,41.195,2233.36,0
120.8,43.48183123,42.53920373,138.79,40.162,2229.59,0
121.0,43.48177691,42.53926878,139.02,40.056,2224.64,0
121.2,43.48172297,42.53933369,138.87,39.858,2217.94,0
121.4,43.48166971,42.5393978,138.87,39.358,2211.18,0
121.6,43.48161715,42.53946107,138.87,38.842,2205.19,0
121.8,43.48156416,42.53952466,138.95,39.107,2199.86,0
122.0,43.48151149,42.53958824,138.78,38.971,2194.52,0
122.2,43.48146015,42.53965091,138.47,38.176,2187.58,0
122.4,43.48140765,42.53971567,138.17,39.215,2181.0,0
122.6,43.48135465,42.53978254,137.52,39.994,2174.86,0
122.8,43.48130242,42.53984782,137.79,39.247,2169.4,0
123.0,43.48124992,42.53991537,136.97,39.978,2163.62,0
123.2,43.481198,42.53998125,137.36,39.279,2157.24,0
123.4,43.4811457,42.54004893,136.8,39.932,2151.05,0
123.6,43.48109286,42.54011835,136.37,40.635,2145.08,0
123.8,43.48104064,42.54018715,136.3,40.211,2139.85,0
124.0,43.48098939,42.54025562,135.89,39.73,2134.83,0
124.2,43.48093595,42.54032746,135.71,41.548,2130.23,0
124.4,43.48088251,42.54039989,135.48,41.722,2126.05,0
124.6,43.48083079,42.54047019,135.39,40.431,2122.56,0
124.8,43.48077922,42.54054019,135.44,40.289,2119.21,0
125.0,43.48072841,42.54060919,135.42,39.703,2115.89,0
125.2,43.48067669,42.54068239,134.24,41.264,2112.71,0
125.4,43.48062533,42.54075368,134.79,40.572,2110.03,0
125.6,43.48057344,42.54082764,134.04,41.55,2107.25,0
125.8,43.48052042,42.54090362,133.88,42.577,2104.37,0
126.0,43.48046803,42.5409804,133.24,42.567,2101.49,0
126.2,43.48041646,42.54105538,133.47,41.723,2098.92,0
126.4,43.48036633,42.54112779,133.66,40.42,2097.86,0
126.6,43.48031834,42.54119883,132.95,39.203,2097.06,0
126.8,43.48027114,42.54126703,133.65,38.061,2096.62,0
127.0,43.48022327,42.54133482,134.22,38.204,2096.82,0
127.2,43.4801759,42.54140364,133.49,38.312,2097.53,0
127.4,43.48012878,42.54147236,133.37,38.185,2099.13,0
127.6,43.48008289,42.54153972,133.19,37.317,2102.44,0
127.8,43.48003825,42.54160667,132.59,36.722,2106.19,0
128.0,43.47999167,42.54167606,132.77,38.177,2110.04,0
128.2,43.47994651,42.54174372,132.61,37.129,2113.73,0
128.4,43.47990102,42.54181355,131.92,37.901,2117.39,0
128.6,43.47985588,42.54188337,131.7,37.769,2120.57,0
128.8,43.47981086,42.54195363,131.45,37.858,2122.02,0
129.0,43.47976315,42.54203068,130.48,40.907,2122.97,0
129.2,43.47971568,42.54210918,129.81,41.271,2123.1,0
129.4,43.47966806,42.54218764,129.91,41.312,2122.45,0
129.6,43.47961897,42.54227077,129.14,43.289,2121.43,0
129.8,43.47956996,42.54235413,129.02,43.333,2119.57,0
130.0,43.47952226,42.54243455,129.26,41.948,2113.88,0
130.2,43.47947581,42.54251437,128.73,41.325,2108.03,0
130.4,43.47942965,42.54259244,129.17,40.672,2102.31,0
130.6,43.47938437,42.54266918,129.12,39.951,2096.72,0
130.8,43.47933919,42.54274764,128.44,40.454,2091.14,0
131.0,43.47929509,42.54282466,128.28,39.625,2085.75,0
131.2,43.47925206,42.54289904,128.56,38.416,2080.66,0
131.4,43.479209,42.54297497,128.01,38.922,2075.46,0
131.6,43.47916695,42.54304934,127.93,38.078,2070.48,0
131.8,43.47912542,42.54312391,127.51,37.969,2065.62,0
132.0,43.47908385,42.54319967,127.1,38.36,2060.95,0
132.2,43.47904347,42.54327355,126.99,37.356,2058.2,0
132.4,43.47900394,42.54334568,127.06,36.51,2056.08,0
132.6,43.47896328,42.54342411,125.54,38.926,2054.23,0
132.8,43.47892382,42.54349769,126.46,36.954,2052.97,0
133.0,43.47888389,42.54357418,125.74,38.058,2052.27,0
133.2,43.47884616,42.5436463,125.79,35.909,2051.67,0
133.4,43.47880924,42.54371821,125.28,35.577,2051.12,0
133.6,43.47877171,42.54379162,125.16,36.268,2050.54,0
133.8,43.47873394,42.54386594,125.01,36.649,2049.83,0
134.0,43.47869723,42.5439391,124.66,35.926,2049.08,0
134.2,43.47866068,42.54401307,124.25,36.142,2048.31,0
134.4,43.47862357,42.54408926,123.86,37.061,2047.27,0
134.6,43.47858787,42.54416356,123.52,35.992,2046.1,0
134.8,43.47855104,42.54424027,123.49,37.147,2044.77,0
135.0,43.47851404,42.54431789,123.3,37.511,2043.06,0
135.2,43.47847816,42.5443939,123.05,36.625,2039.89,0
135.4,43.47844458,42.54446746,122.18,35.099,2037.08,0
135.6,43.47841104,42.54454153,121.96,35.264,2034.4,0
135.8,43.47837665,42.54461868,121.57,36.568,2031.56,0
136.0,43.47834341,42.54469464,121.09,35.828,2028.7,0
136.2,43.47830928,42.54477261,121.1,36.774,2025.84,0
136.4,43.47827458,42.54485377,120.51,38.05,2022.92,0
136.6,43.47823827,42.54493883,120.47,39.858,2020.79,0
136.8,43.47820266,42.54502299,120.24,39.346,2018.77,0
137.0,43.4781669,42.54510867,119.91,39.923,2016.87,0
137.2,43.47813131,42.54519469,119.69,39.993,2015.38,0
137.4,43.47809629,42.54528048,119.36,39.754,2013.99,0
137.6,43.47806173,42.54536731,118.74,39.998,2012.3,0
137.8,43.47802803,42.5454521,118.71,39.045,2011.61,0
138.0,43.47799411,42.5455379,118.58,39.467,2012.51,0
138.2,43.47796091,42.54562116,118.79,38.369,2013.39,0
138.4,43.47793037,42.5457013,117.7,36.561,2014.45,0
138.6,43.47789928,42.54578413,117.35,37.665,2018.11,0
138.8,43.47786785,42.54586913,117.01,38.529,2021.54,0
139.0,43.47783528,42.54595667,117.14,39.733,2024.8,0
139.2,43.47780312,42.54604506,116.63,39.938,2030.87,0
139.4,43.47777037,42.54613467,116.73,40.522,2037.42,0
139.6,43.47773619,42.54622703,117.02,41.877,2043.88,0
139.8,43.47770194,42.54632206,116.41,42.853,2051.8,0
140.0,43.47766918,42.54641595,115.68,42.079,2060.03,0
140.2,43.47763555,42.54651118,115.95,42.778,2068.28,0
140.4,43.4776029,42.54660391,115.88,41.627,2075.08,0
140.6,43.4775725,42.54669434,114.86,40.254,2081.59,0
140.8,43.47754356,42.54678242,114.36,39.05,2087.98,0
141.0,43.47751591,42.54686855,113.87,38.042,2092.64,0
141.2,43.47748708,42.54695745,114.08,39.328,2096.67,0
141.4,43.47745911,42.54704537,113.68,38.774,2100.48,0
141.6,43.47742964,42.54713927,113.38,41.321,2104.33,0
141.8,43.47739952,42.54723455,113.54,41.974,2107.97,0
142.0,43.47736968,42.5473286,113.62,41.461,2111.34,0
142.2,43.47734116,42.54742154,112.92,40.755,2115.15,0
142.4,43.47731281,42.54751444,112.81,40.705,2119.38,0
142.6,43.47728465,42.54760866,112.39,41.155,2123.82,0
142.8,43.47725549,42.54770534,112.57,42.288,2128.05,0
143.0,43.47722935,42.54779774,111.29,40.056,2131.99,0
143.2,43.47720293,42.54788994,111.55,40.036,2135.99,0
143.4,43.47717585,42.54798406,111.63,40.897,2140.59,0
143.6,43.4771504,42.5480758,110.92,39.665,2145.28,0
143.8,43.47712632,42.54816669,110.05,39.08,2149.94,0
144.0,43.47710215,42.54825686,110.28,38.826,2153.88,0
144.2,43.47707831,42.54834718,109.99,38.819,2157.46,0
144.4,43.47705627,42.54843551,108.98,37.727,2160.89,0
144.6,43.47703362,42.5485249,109.25,38.241,2164.03,0
144.8,43.47701241,42.54861254,108.45,37.316,2167.1,0
145.0,43.47699105,42.5487009,108.43,37.617,2170.44,0
145.2,43.4769699,42.54878993,108.12,37.836,2174.84,0
145.4,43.47694928,42.54887874,107.74,37.659,2180.36,0
145.6,43.4769289,42.54896765,107.53,37.663,2186.03,0
145.8,43.47690932,42.54905521,107.13,37.005,2192.12,0
146.0,43.47688944,42.54914352,107.24,37.345,2199.23,0
146.2,43.47686879,42.54923494,107.29,38.671,2206.73,0
146.4,43.47684874,42.54932593,106.9,38.41,2214.03,0
146.6,43.47682923,42.54941579,106.66,37.881,2220.42,0
146.8,43.47680957,42.54950682,106.58,38.363,2227.11,0
147.0,43.47679073,42.54959731,106.0,38.023,2233.48,0
147.2,43.47677313,42.54968563,105.36,36.992,2237.06,0
147.4,43.47675451,42.54977653,105.76,38.149,2240.49,0
147.6,43.47673568,42.54986854,105.75,38.613,2243.53,0
147.8,43.47671863,42.5499573,104.82,37.085,2244.45,0
148.0,43.47670237,42.55004425,104.45,36.265,2245.24,0
148.2,43.47668602,42.55013207,104.4,36.621,2245.93,0
148.4,43.47667123,42.55021859,103.25,35.9,2246.09,0
148.6,43.47665577,42.55030592,103.71,36.307,2246.24,0
148.8,43.47664049,42.55039488,103.31,36.926,2246.41,0
149.0,43.47662439,42.55048476,103.87,37.389,2246.52,0
149.2,43.47660932,42.55057315,103.22,36.676,2246.64,0
149.4,43.47659532,42.55065918,102.65,35.61,2246.77,0
149.6,43.47658184,42.55074496,102.21,35.449,2246.71,0
149.8,43.47656833,42.55083154,102.13,35.77,2246.47,0
150.0,43.47655363,42.55092163,102.68,37.295,2246.16,0
150.2,43.47654145,42.55100759,101.05,35.373,2245.98,0
150.4,43.47652986,42.55109241,100.66,34.864,2246.02,0
150.6,43.47651882,42.55117634,100.27,34.451,2246.06,0
150.8,43.47650811,42.55125983,100.03,34.244,2246.07,0
151.0,43.47649709,42.55134365,100.27,34.405,2245.84,0
151.2,43.47648691,42.55142713,99.54,34.192,2245.6,0
151.4,43.47647436,42.55151519,101.11,36.247,2245.35,0
151.6,43.47646214,42.5516053,100.59,37.026,2244.89,0
151.8,43.4764487,42.55169856,101.23,38.401,2244.41,0
152.0,43.47643446,42.55179367,101.66,39.226,2243.96,0
152.2,43.47642034,42.55189015,101.4,39.751,2243.59,0
152.4,43.47640657,42.55198645,101.15,39.646,2243.22,0
152.6,43.47639276,42.55208309,101.14,39.781,2242.84,0
152.8,43.47637891,42.55218038,101.1,40.047,2241.4,0
153.0,43.47636541,42.55227661,100.94,39.586,2240.06,0
153.2,43.47635373,42.55236974,99.8,38.173,2238.56,0
153.4,43.47634173,42.55246262,100.1,38.105,2234.72,0
153.6,43.47632981,42.55255719,99.86,38.768,2230.96,0
153.8,43.47631692,42.55265387,100.41,39.701,2227.04,0
154.0,43.47630515,42.55274759,99.82,38.418,2221.93,0
154.2,43.47629352,42.55284064,99.77,38.134,2216.82,0
154.4,43.47628319,42.55293272,98.79,37.636,2211.71,0
154.6,43.4762722,42.55302666,99.15,38.433,2206.55,0
154.8,43.47626127,42.55311958,99.21,38.018,2201.39,0
155.0,43.47625196,42.55321066,98.02,37.15,2196.25,0
155.2,43.47624312,42.55330025,97.74,36.519,2191.3,0
155.4,43.47623457,42.55338881,97.58,36.087,2186.46,0
155.6,43.47622713,42.55347562,96.73,35.304,2181.71,0
155.8,43.47622044,42.55356101,96.16,34.69,2178.13,0
156.0,43.47621463,42.55364451,95.48,33.882,2174.55,0
156.2,43.47620871,42.55372709,95.64,33.516,2170.95,0
156.4,43.47620415,42.55380802,94.44,32.786,2168.64,0
156.6,43.47619776,42.55389275,95.94,34.407,2166.75,0
156.8,43.47619195,42.55397802,95.36,34.59,2164.76,0
157.0,43.47618337,42.55406996,97.33,37.442,2164.29,0
157.2,43.47617561,42.55416107,96.7,37.052,2165.71,0
157.4,43.47616744,42.55425318,96.97,37.481,2167.01,0
157.6,43.47615892,42.55434611,97.2,37.831,2169.27,0
157.8,43.47615151,42.55443721,96.4,37.026,2172.76,0
158.0,43.4761424,42.55453144,97.59,38.398,2176.27,0
158.2,43.47613361,42.55462499,97.38,38.098,2179.95,0
158.4,43.47612415,42.55472197,97.66,39.525,2184.1,0
158.6,43.47611485,42.55481948,97.48,39.721,2188.28,0
158.8,43.47610659,42.55491464,96.82,38.71,2192.3,0
159.0,43.47609826,42.55500915,96.93,38.454,2196.21,0
159.2,43.47608937,42.55510464,97.31,38.886,2200.14,0
159.4,43.47608038,42.55520104,97.32,39.258,2204.53,0
159.6,43.4760708,42.55530022,97.58,40.41,2209.29,0
159.8,43.47606223,42.55539671,96.98,39.266,2213.9,0
160.0,43.47605282,42.5554953,97.49,40.164,2218.65,0
160.2,43.47604446,42.55559112,96.86,38.981,2223.23,0
160.4,43.47603636,42.55568788,96.58,39.338,2227.78,0
160.6,43.47602704,42.55578661,97.41,40.216,2234.46,0
160.8,43.47601792,42.55588551,97.25,40.265,2241.34,0
161.0,43.47600812,42.55598633,97.63,41.087,2247.98,0
161.2,43.47599863,42.55608582,97.49,40.529,2252.23,0
161.4,43.475989,42.5561871,97.47,41.256,2256.55,0
161.6,43.47597914,42.55628748,97.7,40.915,2260.89,0
161.8,43.47597012,42.55638649,97.16,40.304,2265.34,0
162.0,43.4759606,42.55648631,97.48,40.665,2269.93,0
162.2,43.47595273,42.55658293,96.41,39.268,2274.72,0
162.4,43.47594497,42.55667913,96.34,39.097,2279.68,0
162.6,43.47593649,42.55677652,96.84,39.618,2284.65,0
162.8,43.4759273,42.55687748,97.15,41.1,2289.52,0
163.0,43.47591785,42.55697923,97.29,41.432,2294.36,0
163.2,43.47590892,42.55707904,97.03,40.617,2299.17,0
163.4,43.47589941,42.55718032,97.37,41.25,2300.52,0
163.6,43.47588983,42.55728221,97.38,41.499,2301.9,0
163.8,43.47587932,42.55738585,97.96,42.265,2302.56,0
164.0,43.47586895,42.55749019,97.79,42.537,2300.37,0
164.2,43.47585705,42.55759818,98.63,44.12,2298.14,0
164.4,43.47584517,42.55770764,98.51,44.702,2295.49,0
164.6,43.47583269,42.55781665,98.97,44.575,2292.62,0
164.8,43.47582118,42.55792445,98.37,44.008,2289.76,0
165.0,43.47580985,42.55803119,98.32,43.571,2286.81,0
165.2,43.47579738,42.55814037,98.94,44.643,2283.81,0
165.4,43.47578624,42.55824569,98.3,42.989,2280.97,0
165.6,43.47577434,42.55835269,98.71,43.723,2278.14,0
165.8,43.4757636,42.55845716,98.06,42.616,2275.38,0
166.0,43.475754,42.55855876,97.42,41.382,2272.93,0
166.2,43.47574471,42.55866025,97.19,41.319,2270.48,0
166.4,43.47573612,42.55875874,96.85,40.063,2268.11,0
166.6,43.47572848,42.55885565,96.2,39.373,2266.46,0
166.8,43.47571972,42.55895543,96.9,40.596,2264.7,0
167.0,43.47571255,42.55905013,95.96,38.458,2263.13,0
167.2,43.47570466,42.55914645,96.43,39.152,2261.95,0
167.4,43.47569712,42.55924061,96.3,38.264,2260.83,0
167.6,43.47568803,42.55933843,97.3,39.831,2259.4,0
167.8,43.47568031,42.5594339,96.36,38.799,2257.47,0
168.0,43.47567061,42.55953389,97.61,40.745,2255.45,0
168.2,43.47566152,42.559632,97.27,39.952,2252.53,0
168.4,43.47565161,42.55973224,97.76,40.862,2248.65,0
168.6,43.47564039,42.55983497,98.56,41.959,2244.78,0
168.8,43.47562865,42.55993881,98.85,42.447,2240.51,0
169.0,43.47561705,42.56004233,98.77,42.307,2236.15,0
169.2,43.4756041,42.56014953,99.45,43.895,2231.75,0
169.4,43.47559183,42.56025486,99.12,43.091,2227.9,0
169.6,43.47558005,42.56035869,98.88,42.444,2224.16,0
169.8,43.47556783,42.56046402,99.08,43.085,2220.79,0
170.0,43.47555613,42.56056682,98.92,42.029,2217.97,0
170.2,43.47554392,42.56067168,99.11,42.896,2215.11,0
170.4,43.47553054,42.56077852,99.8,43.789,2212.34,0
170.6,43.47551752,42.56088396,99.66,43.204,2209.59,0
170.8,43.47550529,42.56098623,99.35,41.864,2206.84,0
171.0,43.47549388,42.56108805,98.78,41.61,2204.01,0
171.2,43.47548141,42.56119279,99.31,42.874,2201.12,0
171.4,43.47546633,42.5613026,100.72,45.137,2198.27,0
171.6,43.47545078,42.56141343,100.94,45.594,2195.54,0
171.8,43.47543314,42.56152827,101.95,47.412,2192.76,0
172.0,43.47541634,42.56164118,101.59,46.556,2190.84,0
172.2,43.47539912,42.56175388,101.89,46.518,2188.97,0
172.4,43.47538267,42.56186742,101.29,46.766,2186.93,0
172.6,43.47536416,42.56198311,102.43,47.851,2184.8,0
172.8,43.47534632,42.56209725,102.16,47.16,2182.78,0
173.0,43.47532817,42.56221236,102.25,47.578,2181.25,0
173.2,43.47531126,42.56232314,101.88,45.726,2179.68,0
173.4,43.47529391,42.5624341,102.16,45.843,2178.27,0
173.6,43.47527784,42.5625429,101.51,44.847,2176.91,0
173.8,43.47526191,42.56265028,101.56,44.271,2175.53,0
174.0,43.47524484,42.5627597,102.13,45.206,2174.16,0
174.2,43.47522851,42.56286727,101.81,44.387,2172.79,0
174.4,43.4752108,42.56297824,102.4,45.894,2171.34,0
174.6,43.4751929,42.56308617,102.87,44.717,2169.92,0
174.8,43.47517406,42.56319816,103.05,46.431,2168.4,0
175.0,43.47515455,42.56331237,103.24,47.394,2165.75,0
175.2,43.47513425,42.56342798,103.6,48.045,2162.94,0
175.4,43.47511321,42.56354412,104.02,48.349,2159.55,0
175.6,43.47509189,42.56366124,104.08,48.772,2155.9,0
175.8,43.47506918,42.56378024,104.73,49.697,2152.87,0
176.0,43.47504638,42.56390025,104.67,50.109,2151.24,0
176.2,43.47502281,42.56402202,104.94,50.904,2150.02,0
176.4,43.47499752,42.56414522,105.79,51.713,2149.76,0
176.6,43.47497367,42.56426539,105.3,50.32,2149.72,0
176.8,43.47494841,42.5643866,106.02,50.937,2150.53,0
177.0,43.47492092,42.56451374,106.59,53.584,2151.77,0
177.2,43.47489442,42.56463831,106.34,52.433,2152.81,0
177.4,43.47486813,42.56476174,106.36,51.957,2153.49,0
177.6,43.47484195,42.56488474,106.34,51.774,2153.14,0
177.8,43.47481487,42.56500831,106.8,52.14,2151.42,0
178.0,43.47478629,42.56513409,107.39,53.236,2149.61,0
178.2,43.47475786,42.56526129,107.12,53.758,2146.86,0
178.4,43.47472952,42.56538736,107.21,53.309,2144.06,0
178.6,43.47470075,42.56551362,107.43,53.453,2140.86,0
178.8,43.47467238,42.56563685,107.6,52.22,2137.58,0
179.0,43.47464398,42.5657601,107.62,52.229,2133.76,0
179.2,43.47461456,42.56588346,108.19,52.45,2129.33,0
179.4,43.47458791,42.56600133,107.3,49.868,2124.66,0
179.6,43.4745612,42.56611771,107.55,49.3,2119.74,0
179.8,43.47453357,42.56623596,107.85,50.177,2114.65,0
